
2595,11/21/09,0.0
2595,12/5/09,0.8
2595,12/10/09,0.4101239669421488
2595,4/9/10,0.26687500000000003
2595,5/25/10,0.51875
2595,5/7/12,0.3096205357142857
2595,5/17/12,0.28125
2595,8/18/12,0.16448412698412693
2595,5/20/13,0.375
2595,5/21/14,0.33666666666666667
2595,7/10/14,0.4125
2595,9/28/14,0.7733333333333334
2595,10/7/14,0.25555555555555554
2595,10/18/14,0.0
2595,3/30/15,0.3078737373737374
2595,4/21/15,0.5011111111111112
2595,5/19/15,0.3427777777777778
2595,9/21/15,0.4333333333333334
2595,9/28/15,0.3584615384615385
2595,4/11/16,0.40367647058823525
2595,7/22/17,0.4338194444444445
2595,9/16/17,0.0
2595,10/16/17,0.425
2595,10/29/17,0.39580519480519477
2595,11/4/17,0.3181089743589744
2595,12/3/17,0.07401515151515152
2595,12/10/17,0.6334821428571429
2595,12/31/17,0.3333333333333333
2595,1/1/18,0.3958333333333333
2595,4/29/18,0.292
2595,5/18/18,0.14
2595,5/27/18,0.290625
2595,6/6/18,0.24106060606060603
2595,6/29/18,0.0
2595,9/27/18,0.5
2595,10/1/18,0.1875
2595,10/8/18,0.2112121212121212
2595,10/21/18,0.855
2595,11/4/18,0.4470833333333334
2595,11/14/18,0.38928571428571435
2595,12/2/18,0.3464285714285714
2595,12/16/18,0.47500000000000003
2595,1/2/19,0.08437499999999999
2595,5/7/19,0.0
2595,5/21/19,0.4552083333333333
2595,7/14/19,0.36698717948717946
3831,9/30/14,0.4583333333333333
3831,11/2/14,0.39533730158730157
3831,11/9/14,0.3578571428571428
3831,11/19/14,0.5377777777777778
3831,12/6/14,0.2985281385281385
3831,1/5/15,0.0
3831,5/3/15,0.0
3831,7/30/15,0.165625
3831,8/7/15,0.4942857142857143
3831,8/8/15,0.5333333333333333
3831,8/12/15,0.0
3831,8/21/15,0.19794841269841268
3831,8/22/15,0.44166666666666665
3831,8/25/15,0.21048951048951048
3831,9/2/15,0.5196969696969697
3831,9/10/15,0.3333333333333333
3831,9/21/15,0.41966666666666674
3831,9/21/15,0.5525
3831,9/26/15,0.5743809523809523
3831,10/4/15,0.26904761904761904
3831,10/5/15,0.41111111111111115
3831,10/12/15,0.4166666666666667
3831,10/13/15,0.31051282051282053
3831,10/15/15,0.6895833333333333
3831,10/22/15,0.48828125
3831,11/7/15,0.0
3831,11/8/15,0.27847222222222223
3831,11/13/15,0.25
3831,12/15/15,0.3318181818181818
3831,12/19/15,0.25
3831,12/24/15,0.43416666666666665
3831,12/25/15,0.4226666666666666
3831,1/1/16,0.4172727272727273
3831,1/5/16,0.3178030303030303
3831,1/7/16,0.37367424242424246
3831,1/11/16,0.48663911845730023
3831,1/17/16,0.34833333333333333
3831,1/19/16,0.5625
3831,1/22/16,0.39166666666666666
3831,1/24/16,0.34578125000000004
3831,1/27/16,0.575
3831,1/29/16,0.21590909090909088
3831,1/30/16,0.0
3831,1/31/16,0.4149999999999999
3831,2/4/16,0.11924603174603174
3831,2/13/16,0.23194444444444443
3831,2/22/16,0.23500000000000001
3831,2/25/16,0.5606666666666666
3831,3/5/16,0.4366161616161616
3831,3/13/16,0.5155555555555557
3831,3/17/16,0.4272727272727273
3831,3/22/16,0.6733333333333332
3831,3/24/16,0.195
3831,4/4/16,0.3291666666666667
3831,4/10/16,1.0
3831,4/20/16,0.0
3831,4/26/16,0.0
3831,5/6/16,0.5454545454545454
3831,5/10/16,0.0
3831,5/24/16,0.4631581439393939
3831,5/28/16,0.30277777777777776
3831,5/29/16,0.125
3831,6/1/16,0.5749621212121212
3831,6/7/16,0.3279761904761905
3831,6/18/16,0.0
3831,6/24/16,0.18225961538461538
3831,7/5/16,0.6358333333333333
3831,7/13/16,0.32142857142857145
3831,7/19/16,0.0
3831,7/23/16,0.13636363636363635
3831,8/1/16,0.44074074074074077
3831,8/4/16,0.32916666666666666
3831,8/19/16,0.375
3831,8/25/16,0.4000000000000001
3831,9/7/16,0.4875
3831,9/15/16,0.7999999999999999
3831,9/20/16,0.4083333333333334
3831,9/29/16,0.0
3831,10/3/16,0.47051282051282056
3831,10/4/16,0.0
3831,10/7/16,0.17333333333333334
3831,10/9/16,0.2583333333333333
3831,10/12/16,0.4648863636363637
3831,10/14/16,0.22444444444444445
3831,10/27/16,0.2770643939393939
3831,11/1/16,0.34727272727272723
3831,11/6/16,0.4
3831,11/11/16,0.6199999999999999
3831,11/12/16,0.7220833333333334
3831,11/13/16,0.5549999999999999
3831,11/14/16,0.2833333333333333
3831,11/15/16,0.39166666666666666
3831,11/16/16,0.2
3831,11/19/16,0.24375000000000002
3831,11/21/16,0.2941666666666667
3831,11/28/16,0.3416666666666667
3831,12/5/16,-0.021212121212121165
3831,12/8/16,0.0
3831,12/9/16,0.8666666666666667
3831,12/17/16,-0.6999999999999998
3831,12/19/16,0.5552083333333333
3831,1/3/17,0.75
3831,1/8/17,0.43952380952380954
3831,1/13/17,0.3416666666666666
3831,1/30/17,0.16835016835016836
3831,2/2/17,0.415
3831,2/8/17,0.027513227513227514
3831,2/11/17,0.3604166666666667
3831,2/17/17,0.3438690476190476
3831,2/20/17,0.31932971014492756
3831,2/22/17,0.1791666666666667
3831,2/25/17,0.30803030303030304
3831,3/5/17,0.26268018018018024
3831,3/7/17,0.4966666666666667
3831,3/12/17,0.06000000000000001
3831,3/22/17,0.39487179487179486
3831,4/2/17,0.3701754385964912
3831,4/21/17,0.14556277056277056
3831,4/21/17,0.29209956709956714
3831,4/30/17,0.4833333333333333
3831,4/30/17,0.6979166666666667
3831,5/5/17,0.43333333333333335
3831,5/6/17,0.39222222222222225
3831,5/8/17,0.275
3831,5/17/17,0.4996694214876033
3831,5/25/17,0.0
3831,6/1/17,0.0
3831,6/14/17,0.24
3831,6/18/17,0.24895833333333334
3831,6/29/17,0.5
3831,7/3/17,0.12358058608058609
3831,7/9/17,0.3037878787878788
3831,7/18/17,0.0
3831,7/28/17,0.13636363636363635
3831,8/5/17,0.08522727272727272
3831,8/9/17,0.74
3831,8/24/17,0.4123295454545455
3831,8/26/17,0.48888888888888893
3831,8/27/17,0.4461111111111111
3831,8/31/17,0.0
